casgem_id,lat,long,local_well_number,date,military_time_pst,no_measurement,questionable_measurement,reading_rp,reading_ws,rp_to_ws,rp_elevation,gs_elevation,wse,gs_to_ws,measurement_method,measurement_accuracy,collecting_coop_agency,voluntary_or_casgem_measurement,comments,extra_casgem_id
340956N1191087W003,,2/3/1993,00:00,,,15.480,0.000,15.480,15.130,15.130,-0.350,15.480,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
340956N1191087W003,,4/5/1993,00:00,,,13.840,0.000,13.840,15.130,15.130,1.290,13.840,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
340956N1191087W003,,5/11/1993,00:00,,,11.510,0.000,11.510,15.130,15.130,3.620,11.510,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
340956N1191087W003,,6/10/1993,00:00,,,12.060,0.000,12.060,15.130,15.130,3.070,12.060,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
340956N1191087W003,,8/20/1993,00:00,,,16.950,0.000,16.950,15.130,15.130,-1.820,16.950,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
340956N1191087W003,,11/8/1993,00:00,,,18.520,0.000,18.520,15.130,15.130,-3.390,18.520,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
340956N1191087W003,,2/1/1994,00:00,,,16.580,0.000,16.580,15.130,15.130,-1.450,16.580,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
340956N1191087W003,,3/24/1994,00:00,,,14.780,0.000,14.780,15.130,15.130,0.350,14.780,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
340956N1191087W003,,4/18/1994,00:00,,,14.780,0.000,14.780,15.130,15.130,0.350,14.780,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
340956N1191087W003,,5/31/1994,00:00,,,15.220,0.000,15.220,15.130,15.130,-0.090,15.220,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
340956N1191087W003,,6/22/1994,00:00,,,15.540,0.000,15.540,15.130,15.130,-0.410,15.540,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,2/24/1993,00:00,,,36.800,0.000,36.800,11.890,11.890,-24.910,36.800,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,4/9/1993,00:00,,,36.900,0.000,36.900,11.890,11.890,-25.010,36.900,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,6/3/1993,00:00,,,43.000,0.000,43.000,11.890,11.890,-31.110,43.000,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,8/3/1993,00:00,,,55.500,0.000,55.500,11.890,11.890,-43.610,55.500,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,10/20/1993,00:00,7 - Special/Other,,,,,11.890,11.890,,,,,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,12/1/1993,00:00,,,57.700,0.000,57.700,11.890,11.890,-45.810,57.700,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,2/10/1994,00:00,,,40.000,0.000,40.000,11.890,11.890,-28.110,40.000,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,4/14/1994,00:00,,,41.800,0.000,41.800,11.890,11.890,-29.910,41.800,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,6/13/1994,00:00,,,38.900,0.000,38.900,11.890,11.890,-27.010,38.900,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,8/16/1994,00:00,7 - Special/Other,,,,,11.890,11.890,,,,,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,9/21/1994,00:00,7 - Special/Other,,,,,11.890,11.890,,,,,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,12/15/1994,00:00,,,58.900,0.000,58.900,11.890,11.890,-47.010,58.900,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,2/10/1995,00:00,7 - Special/Other,,,,,11.890,11.890,,,,,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,4/26/1995,00:00,,,27.000,0.000,27.000,11.890,11.890,-15.110,27.000,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,6/10/1995,00:00,7 - Special/Other,,,,,11.890,11.890,,,,,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,8/10/1995,00:00,7 - Special/Other,,,,,11.890,11.890,,,,,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,10/10/1995,00:00,7 - Special/Other,,,,,11.890,11.890,,,,,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,12/10/1995,00:00,7 - Special/Other,,,,,11.890,11.890,,,,,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,2/10/1996,00:00,7 - Special/Other,,,,,11.890,11.890,,,,,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,4/24/1996,00:00,,,25.700,0.000,25.700,11.890,11.890,-13.810,25.700,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,6/6/1996,00:00,,,40.000,0.000,40.000,11.890,11.890,-28.110,40.000,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,8/1/1996,00:00,,,46.600,0.000,46.600,11.890,11.890,-34.710,46.600,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,10/10/1996,00:00,7 - Special/Other,,,,,11.890,11.890,,,,,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,12/6/1996,00:00,,,48.400,0.000,48.400,11.890,11.890,-36.510,48.400,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,1/31/1997,00:00,,,25.900,0.000,25.900,11.890,11.890,-14.010,25.900,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,3/27/1997,00:00,,,32.700,0.000,32.700,11.890,11.890,-20.810,32.700,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,5/27/1997,00:00,,,54.800,0.000,54.800,11.890,11.890,-42.910,54.800,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,7/31/1997,00:00,,,62.900,0.000,62.900,11.890,11.890,-51.010,62.900,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,10/1/1997,00:00,,,68.400,0.000,68.400,11.890,11.890,-56.510,68.400,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,12/1/1997,00:00,,,58.800,0.000,58.800,11.890,11.890,-46.910,58.800,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,1/27/1998,00:00,,,31.800,0.000,31.800,11.890,11.890,-19.910,31.800,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,3/26/1998,00:00,,,20.100,0.000,20.100,11.890,11.890,-8.210,20.100,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,5/28/1998,00:00,,,23.800,0.000,23.800,11.890,11.890,-11.910,23.800,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,7/28/1998,00:00,,,29.600,0.000,29.600,11.890,11.890,-17.710,29.600,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,9/21/1998,00:00,,,44.800,0.000,44.800,11.890,11.890,-32.910,44.800,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,11/25/1998,00:00,,,42.800,0.000,42.800,11.890,11.890,-30.910,42.800,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,1/29/1999,00:00,,,32.000,0.000,32.000,11.890,11.890,-20.110,32.000,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,3/22/1999,00:00,,,23.600,0.000,23.600,11.890,11.890,-11.710,23.600,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,5/24/1999,00:00,,,29.000,0.000,29.000,11.890,11.890,-17.110,29.000,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,7/22/1999,00:00,,,35.500,0.000,35.500,11.890,11.890,-23.610,35.500,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,9/29/1999,00:00,,,56.200,0.000,56.200,11.890,11.890,-44.310,56.200,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,11/30/1999,00:00,,,51.200,0.000,51.200,11.890,11.890,-39.310,51.200,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,2/2/2000,00:00,,,49.400,0.000,49.400,11.890,11.890,-37.510,49.400,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,3/28/2000,00:00,,,28.000,0.000,28.000,11.890,11.890,-16.110,28.000,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
341189N1191051W001,,6/1/2000,00:00,,,33.500,0.000,33.500,11.890,11.890,-21.610,33.500,UNK - Unknown,Unknown,VENTURA COUNTY FLOOD CONTROL DISTRICT,Voluntary,
