casgem_id,lat,long,local_well_number,date,military_time_pst,no_measurement,questionable_measurement,reading_rp,reading_ws,rp_to_ws,rp_elevation,gs_elevation,wse,gs_to_ws,measurement_method,measurement_accuracy,collecting_coop_agency,voluntary_or_casgem_measurement,comments,extra_casgem_id
389868N1215739W001,YCWA-12,8/30/2011,12:00,,,12.400,0.000,12.400,40.800,41.000,28.400,12.600,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,9/30/2011,12:00,,,13.600,0.000,13.600,40.800,41.000,27.200,13.800,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,10/28/2011,12:00,,,13.400,0.000,13.400,40.800,41.000,27.400,13.600,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,11/23/2011,12:00,,,13.600,0.000,13.600,40.800,41.000,27.200,13.800,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,12/30/2011,12:00,,,13.800,0.000,13.800,40.800,41.000,27.000,14.000,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,1/24/2012,12:00,,,13.600,0.000,13.600,40.800,41.000,27.200,13.800,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,2/28/2012,12:00,,,13.500,0.000,13.500,40.800,41.000,27.300,13.700,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,3/22/2012,12:00,,,12.400,0.000,12.400,40.800,41.000,28.400,12.600,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,4/25/2012,12:00,,,12.100,0.000,12.100,40.800,41.000,28.700,12.300,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,5/23/2012,12:00,,,13.600,0.000,13.600,40.800,41.000,27.200,13.800,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,6/27/2012,12:00,,,12.000,0.000,12.000,40.800,41.000,28.800,12.200,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,7/19/2012,00:00,,,13.000,0.000,13.000,40.800,41.000,27.800,13.200,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,8/27/2012,00:00,,,13.700,0.000,13.700,40.800,41.000,27.100,13.900,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,9/25/2012,00:00,,,14.000,0.000,14.000,40.800,41.000,26.800,14.200,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,10/30/2012,00:00,,,14.200,0.000,14.200,40.800,41.000,26.600,14.400,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
389868N1215739W001,YCWA-12,12/11/2012,00:00,,,12.300,0.000,12.300,40.800,41.000,28.500,12.500,ES - Electric sounder measurement,0.1 Ft,Yuba County Water Agency,CASGEM,
