CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,4/13/1993,00:00,,,100.540,0.000,100.540,306.340,306.340,205.800,100.540,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/19/1993,00:00,,,100.520,0.000,100.520,306.340,306.340,205.820,100.520,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/14/1994,00:00,,,100.410,0.000,100.410,306.340,306.340,205.930,100.410,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/17/1994,00:00,,,100.430,0.000,100.430,306.340,306.340,205.910,100.430,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/29/1995,00:00,,,100.360,0.000,100.360,306.340,306.340,205.980,100.360,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/16/1995,00:00,,,100.170,0.000,100.170,306.340,306.340,206.170,100.170,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/19/1996,00:00,,,100.220,0.000,100.220,306.340,306.340,206.120,100.220,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/16/1996,00:00,,,100.060,0.000,100.060,306.340,306.340,206.280,100.060,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/17/1997,00:00,,,100.100,0.000,100.100,306.340,306.340,206.240,100.100,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/20/1997,00:00,,,99.980,0.000,99.980,306.340,306.340,206.360,99.980,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/23/1998,00:00,,,99.830,0.000,99.830,306.340,306.340,206.510,99.830,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/27/1998,00:00,,,99.710,0.000,99.710,306.340,306.340,206.630,99.710,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/22/1999,00:00,,,99.640,0.000,99.640,306.340,306.340,206.700,99.640,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/25/1999,00:00,,,99.500,0.000,99.500,306.340,306.340,206.840,99.500,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/29/2000,00:00,,,99.500,0.000,99.500,306.340,306.340,206.840,99.500,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/23/2005,00:00,,,98.130,0.000,98.130,306.340,306.340,208.210,98.130,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/26/2007,00:00,,,97.510,0.000,97.510,306.340,306.340,208.830,97.510,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/24/2006,00:00,,,97.650,0.000,97.650,306.340,306.340,208.690,97.650,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/22/2006,00:00,,,97.980,0.000,97.980,306.340,306.340,208.360,97.980,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/27/2008,00:00,,,97.220,0.000,97.220,306.340,306.340,209.120,97.220,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/25/2005,00:00,,,97.950,0.000,97.950,306.340,306.340,208.390,97.950,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/30/2007,00:00,,,97.380,0.000,97.380,306.340,306.340,208.960,97.380,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/28/2008,00:00,,,97.160,0.000,97.160,306.340,306.340,209.180,97.160,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/30/2009,00:00,,,97.170,0.000,97.170,306.340,306.340,209.170,97.170,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/15/2009,00:00,,,96.880,0.000,96.880,306.340,306.340,209.460,96.880,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,3/24/2010,00:00,,,96.790,0.000,96.790,306.340,306.340,209.550,96.790,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326596N1158480W001,,10/27/2010,00:00,,,96.370,0.000,96.370,306.340,306.340,209.970,96.370,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,4/13/1993,00:00,,,95.190,0.000,95.190,301.140,301.140,205.950,95.190,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/19/1993,00:00,,,94.960,0.000,94.960,301.140,301.140,206.180,94.960,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/14/1994,00:00,,,95.090,0.000,95.090,301.140,301.140,206.050,95.090,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/17/1994,00:00,,,94.850,0.000,94.850,301.140,301.140,206.290,94.850,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/29/1995,00:00,,,94.750,0.000,94.750,301.140,301.140,206.390,94.750,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/16/1995,00:00,,,94.580,0.000,94.580,301.140,301.140,206.560,94.580,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/19/1996,00:00,,,94.570,0.000,94.570,301.140,301.140,206.570,94.570,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/16/1996,00:00,,,94.420,0.000,94.420,301.140,301.140,206.720,94.420,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/17/1997,00:00,,,94.560,0.000,94.560,301.140,301.140,206.580,94.560,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/20/1997,00:00,,,94.290,0.000,94.290,301.140,301.140,206.850,94.290,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/23/1998,00:00,,,94.230,0.000,94.230,301.140,301.140,206.910,94.230,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/27/1998,00:00,,,94.110,0.000,94.110,301.140,301.140,207.030,94.110,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/22/1999,00:00,,,93.970,0.000,93.970,301.140,301.140,207.170,93.970,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/25/1999,00:00,,,93.850,0.000,93.850,301.140,301.140,207.290,93.850,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/29/2000,00:00,,,93.840,0.000,93.840,301.140,301.140,207.300,93.840,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/25/2005,00:00,,,92.320,0.000,92.320,301.140,301.140,208.820,92.320,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/30/2007,00:00,,,91.680,0.000,91.680,301.140,301.140,209.460,91.680,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/27/2008,00:00,,,91.730,0.000,91.730,301.140,301.140,209.410,91.730,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/26/2007,00:00,,,91.800,0.000,91.800,301.140,301.140,209.340,91.800,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/24/2006,00:00,,,91.930,0.000,91.930,301.140,301.140,209.210,91.930,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/22/2006,00:00,,,92.230,0.000,92.230,301.140,301.140,208.910,92.230,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/23/2005,00:00,,,92.520,0.000,92.520,301.140,301.140,208.620,92.520,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/28/2008,00:00,,,91.440,0.000,91.440,301.140,301.140,209.700,91.440,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/30/2009,00:00,,,91.440,0.000,91.440,301.140,301.140,209.700,91.440,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/15/2009,00:00,,,91.170,0.000,91.170,301.140,301.140,209.970,91.170,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,3/23/2010,00:00,,,91.060,0.000,91.060,301.140,301.140,210.080,91.060,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326704N1158547W001,,10/27/2010,00:00,,,90.870,0.000,90.870,301.140,301.140,210.270,90.870,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,4/14/1993,00:00,,,175.470,0.000,175.470,382.470,382.470,207.000,175.470,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/21/1993,00:00,,,176.350,0.000,176.350,382.470,382.470,206.120,176.350,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/24/1994,00:00,1 - Pumping,,,,,382.470,382.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/27/1994,00:00,,,176.360,0.000,176.360,382.470,382.470,206.110,176.360,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/30/1995,00:00,,,175.640,0.000,175.640,382.470,382.470,206.830,175.640,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/17/1995,00:00,,,178.320,0.000,178.320,382.470,382.470,204.150,178.320,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/20/1996,00:00,4 - Can't get tape in casing,,,,,382.470,382.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/16/1996,00:00,,,178.530,0.000,178.530,382.470,382.470,203.940,178.530,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/24/1997,00:00,,,175.690,0.000,175.690,382.470,382.470,206.780,175.690,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/20/1997,00:00,,,176.690,0.000,176.690,382.470,382.470,205.780,176.690,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/23/1998,00:00,,,175.290,0.000,175.290,382.470,382.470,207.180,175.290,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,11/13/1998,00:00,,,175.430,0.000,175.430,382.470,382.470,207.040,175.430,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/23/1999,00:00,,,176.000,0.000,176.000,382.470,382.470,206.470,176.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/25/1999,00:00,,,176.390,0.000,176.390,382.470,382.470,206.080,176.390,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/29/2000,00:00,,,175.890,0.000,175.890,382.470,382.470,206.580,175.890,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/20/2008,00:00,,,170.850,0.000,170.850,382.470,382.470,211.620,170.850,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/30/2007,00:00,,,171.690,0.000,171.690,382.470,382.470,210.780,171.690,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/24/2006,00:00,1 - Pumping,,,,,382.470,382.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/30/2006,00:00,,,173.100,0.000,173.100,382.470,382.470,209.370,173.100,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/25/2005,00:00,,,172.880,0.000,172.880,382.470,382.470,209.590,172.880,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/30/2005,00:00,,,173.850,0.000,173.850,382.470,382.470,208.620,173.850,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/28/2008,00:00,,,170.990,0.000,170.990,382.470,382.470,211.480,170.990,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,3/25/2009,00:00,,,174.660,0.000,174.660,382.470,382.470,207.810,174.660,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,4/22/2009,00:00,,,171.440,0.000,171.440,382.470,382.470,211.030,171.440,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/15/2009,00:00,,,171.380,0.000,171.380,382.470,382.470,211.090,171.380,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,6/1/2010,00:00,,,170.160,0.000,170.160,382.470,382.470,212.310,170.160,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326882N1159239W001,,10/27/2010,00:00,,,170.290,0.000,170.290,382.470,382.470,212.180,170.290,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,4/13/1993,00:00,,,179.460,0.000,179.460,377.470,377.470,198.010,179.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/19/1993,00:00,,,180.100,0.000,180.100,377.470,377.470,197.370,180.100,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/14/1994,00:00,,,179.560,0.000,179.560,377.470,377.470,197.910,179.560,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/17/1994,00:00,,,179.580,0.000,179.580,377.470,377.470,197.890,179.580,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/29/1995,00:00,,,178.970,0.000,178.970,377.470,377.470,198.500,178.970,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/16/1995,00:00,,,178.460,0.000,178.460,377.470,377.470,199.010,178.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/19/1996,00:00,,,178.120,0.000,178.120,377.470,377.470,199.350,178.120,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/16/1996,00:00,,,178.000,0.000,178.000,377.470,377.470,199.470,178.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/17/1997,00:00,,,177.740,0.000,177.740,377.470,377.470,199.730,177.740,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/20/1997,00:00,,,177.340,0.000,177.340,377.470,377.470,200.130,177.340,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/23/1998,00:00,,,176.820,0.000,176.820,377.470,377.470,200.650,176.820,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/27/1998,00:00,,,176.300,0.000,176.300,377.470,377.470,201.170,176.300,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/22/1999,00:00,,,176.060,0.000,176.060,377.470,377.470,201.410,176.060,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/25/1999,00:00,,,175.660,0.000,175.660,377.470,377.470,201.810,175.660,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/29/2000,00:00,,,175.340,0.000,175.340,377.470,377.470,202.130,175.340,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/22/2006,00:00,,,171.780,0.000,171.780,377.470,377.470,205.690,171.780,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/20/2008,00:00,,,170.760,0.000,170.760,377.470,377.470,206.710,170.760,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
