casgem_id,lat,long,local_well_number,date,military_time_pst,no_measurement,questionable_measurement,reading_rp,reading_ws,rp_to_ws,rp_elevation,gs_elevation,wse,gs_to_ws,measurement_method,measurement_accuracy,collecting_coop_agency,voluntary_or_casgem_measurement,comments,extra_casgem_id,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/14/2011,00:00,,,29.700,0.000,29.700,517.550,517.550,487.850,29.700,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/14/2011,00:00,,,29.700,0.000,29.700,517.550,517.550,487.850,29.700,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,7/30/2012,00:00,,,40.000,8.100,31.900,517.550,517.550,485.650,31.900,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/26/2012,00:00,,,28.900,0.000,28.900,517.550,517.550,488.650,28.900,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/15/2012,00:00,,,40.000,7.100,32.900,517.550,517.550,484.650,32.900,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/11/1983,00:00,,,25.800,0.000,25.800,517.550,517.550,491.750,25.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/16/1984,00:00,,,21.500,0.000,21.500,517.550,517.550,496.050,21.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/26/1984,00:00,,,27.000,0.000,27.000,517.550,517.550,490.550,27.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/27/1985,00:00,,,25.000,0.000,25.000,517.550,517.550,492.550,25.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/21/1985,00:00,,,28.500,0.000,28.500,517.550,517.550,489.050,28.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/11/1986,00:00,,,22.400,0.000,22.400,517.550,517.550,495.150,22.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/14/1986,00:00,,,27.500,0.000,27.500,517.550,517.550,490.050,27.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/23/1987,00:00,,,15.500,0.000,15.500,517.550,517.550,502.050,15.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/5/1987,00:00,,,29.800,0.000,29.800,517.550,517.550,487.750,29.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/7/1988,00:00,,,26.500,0.000,26.500,517.550,517.550,491.050,26.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/26/1988,00:00,,,29.800,0.000,29.800,517.550,517.550,487.750,29.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/15/1989,00:00,,,26.500,0.000,26.500,517.550,517.550,491.050,26.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/12/1989,00:00,,,29.200,0.000,29.200,517.550,517.550,488.350,29.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/12/1990,00:00,,,27.300,0.000,27.300,517.550,517.550,490.250,27.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/3/1990,00:00,,,30.000,0.000,30.000,517.550,517.550,487.550,30.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/11/1991,00:00,,,29.300,0.000,29.300,517.550,517.550,488.250,29.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/9/1991,00:00,,,31.300,0.000,31.300,517.550,517.550,486.250,31.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/18/1992,00:00,,,27.000,0.000,27.000,517.550,517.550,490.550,27.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/8/1992,00:00,,,31.000,0.000,31.000,517.550,517.550,486.550,31.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/18/1993,00:00,,,24.500,0.000,24.500,517.550,517.550,493.050,24.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/4/1993,00:00,,,28.700,0.000,28.700,517.550,517.550,488.850,28.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/14/1994,00:00,,,27.200,0.000,27.200,517.550,517.550,490.350,27.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,10/21/1994,00:00,,,31.300,0.000,31.300,517.550,517.550,486.250,31.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,3/6/1995,00:00,,,24.600,0.000,24.600,517.550,517.550,492.950,24.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
403779N1224376W001,29N05W09L001M,4/20/1995,00:00,,,22.800,0.000,22.800,517.550,517.550,494.750,22.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Shasta_06.21.1983-06.21.2013
